Project ID,Project Title,Budget,Country,Country Code,Link,Donors,VF or Non-VF,Output Count,Direct Beneficiaries,GHG Emissions Reduction,description,sdgs,solution,Gender Marker
5997,MPSBEE,1776484.0,Fiji,FJI,PIMS+,,VF,9,875.0,3974.0,,,,Missing
6417,TAILEV,3569725.0,Uzbekistan,UZB,PIMS+,GEF,VF,1,6000.0,0.0,"To accelerate the adoption of electric vehicles in the City of Tashkent that can be replicated in other cities in the Republic of Uzbekistan, significantly reduce greenhouse gas emissions in the transport sector, and improve urban environmental quality.",,,Missing
5392,Sustainable Rural Housing in Uzbekistan,6000000.0,Uzbekistan,UZB,PIMS+,GEF,VF,1,7940.0,0.0,"The UNDP project objective is to provide Uzbekistan’s rural population with improved, affordable and environmentally friendly living conditions. The project seeks to transform the rapidly growing rural housing sector in Uzbekistan towards a more sustainable and low-carbon development pathway by designing, piloting and scaling-up a green mortgage market mechanism, which will boost the demand for low-carbon housing among the Uzbek rural population.",,,Missing
128213,Greening the RFM Hospital Demonstration,1870871.0,Eswatini,SWZ,http://open.undp.org/projects/00128213,['GOVERNMENT OF ITALY'],Non-VF,1,17500.0,0.0,"Demonstrate and document the benefits of clean, low-cost energy systems and appliances. Share information for awareness raising. Replace old energy systems with clean, renewable and affordable systems to demonstrate the reduced energy demand and cost.",[7],['Close the energy gap'],Missing
6432,National project under the AMP,863242.0,Eswatini,SWZ,PIMS+,,VF,1,459.0,0.0,,,,Missing
missing-SWZ-1,UNDP Moonshot: Greening the UN House,156514.85,Eswatini,SWZ,,,Non-VF,1,2030.0,0.0,,,,Missing project id
missing-SWZ-2,UNDP Moonshot: Electric Vehicle,47848.0,Eswatini,SWZ,,,Non-VF,1,1.0,0.0,,,,Missing project id
124574,Strengthening Local Climate Action,1220000.0,Kosovo,XXK,"https://www.undp.org/kosovo/projects/strengthening-local-climate-action-project#:~:text=The%20project%20supports%20Kosovo%20municipalities,Municipality%20of%20Suharek%C3%AB%2FSuva%20Reka.",Austrian Development Agency,Non-VF,4,940.0,0.0,,,,GEN3
130766,"Climate Promise Project- ""Growth Through Green and Rapid Recovery from Covid-19""",704052.0,Kosovo,XXK,https://climatepromise.undp.org/what-we-do/where-we-work/kosovo,,Non-VF,5,19628.0,0.0,,,,GEN2
5702,Forest Landscape Restoration in the Mayaga,6213538.0,Rwanda,RWA,PIMS+,,VF,1,92020.0,0.0,"Rwanda lost about 64 percent of its natural forests between 1960 and 2007, declining from 659,000 ha to 240,747 ha. Mayaga region harbours 0.14 percent of natural forests and 10 percent of man-made plantations of Rwanda’s total forested area. The 555ha of natural forests and the many and scattered patches of indigenous forests host important biodiversity and carbon stocks and provide critical watershed services to the agricultural landscapes surrounding them.  Forest degradation has taken three pathways in Mayaga: quantitative loss; qualitative loss, and fragmentation, caused largely by encroachment for agriculture and overharvesting of forest products. Adoption of Forest Landscape Restoration as an overarching integrated landscape management strategy is hindered by: a) Inadequate mechanism for inclusive participatory development of knowledge based shared Forest Landscape Restoration objectives; b) Inadequate individual and institutional capacities for Forest Landscape Restoration; c) Inadequate implementation of sustainable land management, sustainable forest management, biodiversity conservation measures and poor uptake of diversified and efficient energy options. The project will provide a coordination mechanism for Forest Landscape Restoration planning and individual, institutional capacities to enable its implementation in four districts (Kamonyi, Ruhango, Nyanza, Gisagara). 
Executed by the Rwanda Environment Management Agency in partnership with key Ministries, the six year project total cost is US$ 32,706,365 consisting of a GEF Grant of $6,213,538, UNDP Grant of $1,000,000 and Government of Rwanda Co-fin of $25,493,365. It will have three Outcomes: a) Forest restoration plans with institutional and legislation frameworks guiding afforestation, natural resources management and agriculture; b) Individual and institutional capacities enhancement for planning and implementing gender sensitive forest landscape restoration strategies supported by knowledge management; c) Implementation of Forest Landscape Restoration plans secures 555 ha of natural forests, puts 300 ha of forests under participatory forest management, establishes 1,000 ha of plantations under the New Forest Company through co-finance, increases productivity of agriculture and plantation forests on 25,000 ha and 1,000 ha respectively; and reduces wood consumption by at least 25%. The project will deliver four Forest Landscape Restoration plans covering 263,270 ha, leading to avoided emissions of 4,700,825 tons of carbon dioxide equivalent in five years and 12,950,839 tons in indirect GHG emissions avoided in 20 years.",,,Missing
missing-RWA-1,Strengthening Capacities of the ENR Sector for Green Economy Transformation (SCENR),116275.0,Rwanda,RWA,,,Non-VF,1,4305.68,0.0,,,,Missing project id
126434,Accel. Clean Energy Access to Reduce Inequality (ACCESS),15028509.0,Indonesia,IDN,http://open.undp.org/projects/00126434,['KOREA INTERN. COOPERATION AGENCY (KOICA)'],Non-VF,4,14376.5,0.0,Accelerating Clean Energy Access to Reduce Inequality (ACCESS) aims to support equitable and sustainable access to basic services for livelihood improvements,"[13, 15, 7]",['Keeping people out of poverty'],Missing
142434,PIP Accelerating Robust Carbon Pricing,1796132.0,Indonesia,IDN,http://open.undp.org/projects/00142434,,Non-VF,3,0.0,0.0,,,,Missing
6333,Electric Vehicles in Indonesia (ENTREV),1816500.0,Indonesia,IDN,PIMS+,,VF,1,643224.0,0.0,"To support Government of Indonesia and key stakeholders in policy, institutional & technical readiness to transition towards electric mobility and to demonstrate innovative business models in transport sector that will lead to GHGs emissions reduction",,,Missing
5721,ADLIGHT,2633372.0,Indonesia,IDN,PIMS+,,VF,2,12900.0,0.0,"Name of Parent Program: Leapfrogging markets to high efficiency products (appliances, including lighting, and electrical equipment) Project Objective:  To promote the manufacturing and application of high efficiency lighting technologies in Indonesia through the transformation of the national market, thereby reducing electricity demand and the related greenhouse gas (GHG) emissions",,,Missing
4673,RE Market Transformation (NAMA),8025000.0,Indonesia,IDN,PIMS+,,VF,1,1155200.0,0.0,,,,Missing
6486,Promoting Low-carbon Electric Public Bus Transport in Mauritius,5600607.0,Mauritius,MUS,6486 Promoting Low-carbon Electric Public Bus Transport in Mauritius (undp.org),GEF,Non-VF,4,734125.0,0.0,"Promote capital investments into developing sustainable transport infrastructure to reduce transport-related GHG emissions in Mauritius to mitigate climate change; engage and build technical capacities of transport-related policymakers, regulatory and other government agencies, financial institutions and the private sector.",,,Missing
5681,Transformational shift to a low-carbon economy,28210000.0,Mauritius,MUS,5681 Transformational shift to a low-carbon economy (undp.org),GCF,Non-VF,6,744797.0,196000.0,"With 84% of its primary energy requirements met from imported fossil fuels, Mauritius, like many Small Island Developing States (SIDS), is extremely vulnerable to energy shocks. The grid emission factor of Mauritius is extremely high at 1.01 tonnes CO2/MWh due to the prevalence of imported coal (39%) and fuel oil (38%) in the electricity generation mix. Net greenhouse gas emissions are increasing at a rapid rate of 3% per year. The pressing need to significantly enhance Mauritius’s energy independence and reduce greenhouse gas emissions is recognised in the country’s Nationally Determined Contribution (2016), its Second National Communication to the UNFCCC (2010) and its UNFCCC Technology Needs Assessment (2014), as well as in a comprehensive suite of Government strategies and policies contained in the Long-Term Energy Strategy (2011-2025). 
Following a broad consultative process led by the NDA and backed by sound technical and financial analysis as well as cosiderable political will, this project will remove the principal bottlenecks to investment in low-carbon development for: (i) grid-connected intermittent renewable energy; and (ii) mini-grid PV for the principal outer island, Agalega. The project will be implemented in a two-phase approach so as to reduce the implementation risks to the GCF and ensure that the second funding disbursement is contingent upon successful completion of the first phase. 
The project seeks a total of USD 28.21 million of GCF grant resources, split across phase 1 (USD 12 million) and phase 2 (USD 16.21 million), to overcome identified barriers to low-carbon investment. The incremental logic of the project and its requirement for grant resources are clearly laid out in the proposal. Overall, the project will result in a reduction in greenhouse gas emissions of 4.27 million tCO2e over the lifetimes of the investments enabled, at a cost to the GCF of just USD 6.6/tCO2e.",,,Missing
5509,Realising Energy Savings and Climate Benefits of Implementing Mandatory Energy Auditing in the Republic of Mauritius ,4532164.0,Mauritius,MUS,Realising Energy Savings and Climate Benefits of Implementing Mandatory Energy Auditing in the Republic of Mauritius ,GEF,Non-VF,7,33700.0,0.0,,,,Missing
144953,Addressing food and energy crisis in North Macedonia,95000.0,North Macedonia,MKD,http://open.undp.org/projects/00144953,['MPTFO - Joint SDG Fund (previously known as The Joint Fund for the 2030 Agenda)'],Non-VF,1,0.0,0.0,"The Joint Programme will support the Government of North Macedonia in identifying systemic pathways for better response to the food, energy and finance crisis.","[7, 8]",['Keeping people out of poverty'],Missing
144270,Green Finance Facility to Improve Air Quality and Combat Climate Change in North Macedonia,44400000.0,North Macedonia,MKD,https://open.undp.org/projects/00144270,"['GOVERNMENT OF NORTH MACEDONIA', 'MPTFO - Joint SDG Fund (previously known as The Joint Fund for the 2030 Agenda)']",Non-VF,17,270750.0,80510.8,This project aims to provide access to affordable green financing for SMEs and marketable but under-served target groups for investments in RE and EE solutions that will contribute to reducing air pollution levels and carbon emissions in North Macedonia.,"[13, 7]",['Keeping people out of poverty'],Missing
110061,Tackling Air Pollution in Skopje,2150000.0,North Macedonia,MKD,https://open.undp.org/projects/00110061,['SWEDISH INTERNATIONAL DEVELOPMENT COOPERATION (SIDA)'],Non-VF,1,0.0,2.23,The project aims to demonstrate a multi-pronged intervention to tackle air pollution in the City of Skopje linked to the residential sector.,"[13, 3, 7]",['Close the energy gap'],Missing
5143,SE4ALL,3502968.0,Equatorial Guinea,GNQ,PIMS+,,VF,1,5000.0,0.0,"The goal of the project is to create a market for decentralized renewable energy solutions in small island and remote territories. The goal will be reached by addressing the weakness of the country’s policy-institutional, market and technology supply frameworks and tackle the root causes of the barriers to RE utilization in the country. The project consists of the following components: (1) Clean energy planning and policies for implementation and scaling up; (2) Clean energy technology (hydro) demonstration; (3) Clean energy technology (solar) demonstration; (4) Clean energy knowledge & capacity development. The project is expected to generate global benefits in directly avoided greenhouse gas (GHG) emissions of almost 1,780  kilotons of CO2 due to switching from fossil fuels for power generation to small hydro, solar PV and wind power (over the lifetime of 20 years) and an estimated 7,121 ktCO2 as indirect emission reduction impact.",,,Missing
46258,Small Grants Programme,429168.0,Armenia,ARM,http://open.undp.org/projects/00046258,"['ARM-GOVERNMENT', 'GOVERNMENT OF FINLAND', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,1,0.0,0.0,Regulatory framework for strengthening environmental management and ensuring sustainable development are introduced.,"[12, 15, 7, 9]",['Close the energy gap'],Missing
118602,Climate Smart Solutions in Communities,916858.0,Armenia,ARM,http://open.undp.org/projects/00118602,"['ARM-GOVERNMENT', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,1,100000.0,0.0,Supporting Communities of Armenia to Adopt and Implement Climate Smart Solutions - to support municipalities in promotion of urban green solutions to demonstrate greenhouse gas emissions reduction in line with municipal sustainable energy action plans.,"[7, 9]",['Close the energy gap'],Missing
133238,Phase II_Climate Smart Solutions,595301.0,Armenia,ARM,http://open.undp.org/projects/00133238,"['ARM-GOVERNMENT', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,1,0.0,0.0,Supporting Communities of Armenia to Adopt and Implement Climate Smart Solutions – PHASE II,"[7, 9]",['Close the energy gap'],Missing
98348,De-Risking Investment In Energy Efficient Retrofits,20420000.0,Armenia,ARM,https://open.undp.org/projects/00098348 ,"['ARM-GOVERNMENT', 'GREEN CLIMATE FUND', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,1,225000.0,0.0,"Using an integrated suite of de-risking interventions, the Project seeks to systematically de-carbonise the existing building stock in Armenia to reduce greenhouse gas (GHG) emissions while achieving sustainable development benefits.","[7, 9]","['Others', 'Close the energy gap']",Missing
140158,"Strengthened Community Resilience through Energy Efficiency and Low
Emission Development",1000000.0,Armenia,ARM,,['SWEDISH INTERNATIONAL DEVELOPMENT COOPERATION (SIDA)'],Non-VF,1,14000.0,0.0,Strengthened Community Resilience through Energy Efficiency and Low Emission Development,"[7, 9]",['Close the energy gap'],Missing
5749,The Climate Aggregation Platform for Developing Countries,1950000.0,New York,,PIMS+,,VF,2,31250.0,0.0,"The Climate Aggregation Platform (CAP) will promote the scale-up of financial aggregation for small-scale, low-carbon energy assets in developing countries. The project aims to help build in-country pipelines of high-quality, standardised low-carbon energy assets and to develop new low-cost sources of financing, building awareness and trust with investors in this new asset class. In so doing, the project can contribute to improving the lives of citizens in developing countries, bringing about affordable, reliable and clean energy.",,,Missing
118154,Regional stabilization facility,1260000.0,"Cameroon, Republic of",CMR, Cameroun Energy Project," UK, Allemagne  ",Non-VF,7,27278.5,0.0,,,,Missing
CMR/SGP/OP7/Y1/CORE/CC/2022/04 ,GEF Small Grants Programme,34255.0,"Cameroon, Republic of",CMR, Cameroun Energy Project,"1 447,00",Non-VF,1,7000.0,0.0,,,,Missing project id
130710,UNDP CAMEROUN GOES GREEN: SUPPORT FOR THE ACHIEVEMENT OF SUSTAINABLE MOONSHOT OBJECTIVES,16839.0,"Cameroon, Republic of",CMR, Cameroun Energy Project,Greening Moonshot Fund,Non-VF,3,0.0,0.0,,,,Missing
6619,Solar for Health ,25000000.0,Namibia,NAM,,GCF,VF,1,175562.0,0.0,,,,Missing
120120,"Enhancing Namibia’s capacity to establish a comprehensive Transparency Framework for Measurement, Reporting and Verification (MRV) of climate actions and reporting on NDC implementation under the Paris Agreement",1160000.0,Namibia,NAM,https://co.pims.undp.org/project/view?id=6337,,,1,0.0,0.0,,,,Missing
130635,"Promotion of carbon markets in Namibia for an enhanced implementation of the nationally determined contributions (NDC) towards net-zero emissions and climate-resilient development, in response to the climate emergency.",1003042.0,Namibia,NAM,https://sway.office.com/nRDTcZhPyGGgaC6k?ref=Link,,,1,0.0,0.0,,,,Missing
1000235,"Strengthening and building resilience of Namibia’s peri-urban communities to climate change through climate-smart agricultural production, access to solar technologies, climate information and early-warning system.",1030039.0,Namibia,NAM,https://co.pims.undp.org/project/view?id=4711,Japan ,,4,17460.0,0.0,,,,GEN2
135028,Projet d’appui au développement d’offres énergétiques (Chad),1745000.0,Chad,TCD,https://open.undp.org/projects/00135028,['UNITED NATIONS DEVELOPMENT PRO'],Non-VF,7,42069.25,0.0,Le projet vise à identifier et promouvoir des solutions énergétiques durables pour la population tchadienne,"[7, 9]",['Close the energy gap'],Missing
114485,Policy and Innovation,14955773.0,Cambodia,KHM,http://open.undp.org/projects/00114485,"['4 PX Express Co.,Ltd', 'BRITISH EMBASSY', 'GOVERNMENT OF CAMBODIA', 'GOVERNMENT OF GERMANY', 'GOVERNMENT OF JAPAN', 'GOVERNMENT OF UNITED KINGDOM', 'INTERNATIONAL LABOUR ORGANIZATION', 'Khmer Enterprise', 'MPTFO - Joint SDG Fund (previously known as The Joint Fund for the 2030 Agenda)', 'UNDP Funding Windows', 'UNITED NATIONS DEVELOPMENT PRO', 'UNITED NATIONS ENVIRONMENT PROGRAMME', ""WORLD BANK (INT'L. BANK FOR RECONSTRUCTION & DEVELOPMENT)"", 'WorldBridge International (Cambodia) Ltd']",Non-VF,6,19390.025,0.0,"Building on the achievements and lessons learned from policy phase I, the policy phase II project aims to further advance policy dialogues and innovation in support for the Cambodia’s efforts to attain SDGs and inclusive and sustainable growth.","[1, 10, 7]",['Keeping people out of poverty'],GEN2
144124,ROK Solar Irrigation,2230822.0,Cambodia,KHM,https://open.undp.org/projects/00144124,,Non-VF,4,45941.0,0.0,,,,Missing
118895,Cambodia Climate Change Alliance – Phase 3,9032048.0,Cambodia,KHM,http://open.undp.org/projects/00118895,,Non-VF,13,5388.0,0.0,,,,Missing
125400,Accès aux services énergétiques,2545500.0,Niger,NER,http://open.undp.org/projects/00125400,['UNITED NATIONS DEVELOPMENT PRO'],Non-VF,1,250000.0,0.0,"Lutte contre la pauvreté et amélioration des conditions de vie des communautés rurales, notamment les femmes, par la promotion de l’accès aux services énergétiques et aux technologies alternatives",[7],['Promote nature-based solutions for a sustainable planet'],Missing
"6659, 143728",National child project under the GEF Africa Minigrids Program,1601376.0,Niger,NER,PIMS+,GEF,VF,1,13534.0,0.0,,,,Missing project id
6321,Sudan national child project - Africa Minigrids Program (AMP),2637246.0,Sudan,SDN,PIMS+,GEF,VF,1,144002.0,0.0,"Supporting access to clean energy by increasing the financial viability and promoting scaled-up commercial investment in minigrids in Sudan.                                                             The Sudan Child Project will be composed of four mutually reinforcing components: 
•	Component 1: Policy and regulation
•	Component 2: Minigrid project and business model innovation with private sector engagement 
•	Component 3: Innovative financing for minigrids
•	Component 4: Convening, dissemination, and tracking progress (Knowledge management)",,,Missing
5674,Efficient Appliances UNEP Global PFD,1770000.0,Sudan,SDN,PIMS+,GEF,VF,1,0.0,0.0,"The main objective of the project is to transform Sudan’s markets for energy efficient (EE) lighting and air conditioners providing climate change mitigation benefits and decreased energy poverty. The baseline activities fall short of comprehensively addressing the challenges of radically transforming Sudan’s markets for energy efficient (EE) lighting and air-conditioners. The alternative project strategy consists of a top-down component integrated with several bottom-up activities including mainstreaming gender into project activities. The top-down component comprises the development of standards, enforcement of regulations supporting energy efficient products, and building the institutional framework capable of maintaining steady market development. Bottom-up activities target the creation of positive ambience for the implementation of the new regulations on the levels of distributors and end users.",,,Missing
106169,Solar for Agriculture Development in Sudan,9129111.0,Sudan,SDN,http://open.undp.org/projects/00106169,"['KOREA INTERN. COOPERATION AGENCY (KOICA)', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,1,422.0,0.0,Solar water pumps for Sustainable Agriculture in Sudan: Promotion of renewable energy and sustainable financial modality as gateway to improve farmers’ livelihoods and GHG reduction,[13],['Enhance national prevention and recovery capacities for resilient societies'],Missing
102733,Solar for Health Project,676621.0,Sudan,SDN,http://open.undp.org/projects/00102733,['UNITED NATIONS DEVELOPMENT PRO'],VF,1,0.0,0.0,The project aims to use PV solar energy technologies to provide electrical power to run health facilities in rural and remote areas.,"[3, 5]","['Strengthen effective, inclusive and accountable governance']",Missing
1000518,Sudan-Scaling Solar Applications for Agricultural Use (SSAAU),200000.0,Sudan,SDN,,IBSA,Non-VF,1,50.0,0.0,,,,GEN2
98897,FRELOCAL - FUENTES RENOVABLES DE ENERGIA - DES LOCAL,3578420.0,Cuba,CUB,http://open.undp.org/projects/00098897,"['MPTF- Apoyo a la Eficiencia Energética (EE) y a la Promocion de las Fuentes Renovables de Energia en Funcion del Desarrollo Local (FRE-DL)', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,1,2451.0,0.0,FUENTES RENOVABLES DE ENERGIA COMO APOYO AL DESARROLLO LOCAL (FRE-DL) - APOYO A LA DIVERSIFICACION DE LA MATRIZ ENERGETICA - META 24% DE USO DE FRE PARA GENERACION DE ELECTRICIDAD EN 2030.,"[13, 7]",['Close the energy gap'],Missing
110578,Resiliencia Energetica post Irma,7710027.0,Cuba,CUB,http://open.undp.org/projects/00110578,['EUROPEAN COMMISSION'],Non-VF,1,6407.0,0.0,"Incremento de la resiliencia energetica en comunidades ante eventos meteorologicos extremos, a partir del uso de Fuentes Renovables de Energia","[13, 7, 9]",['Close the energy gap'],Missing
118945,MUNICIPIO MARTI ENERGIA SOSTENIBLE,433162.0,Cuba,CUB,http://open.undp.org/projects/00118945,['EUROPEAN COMMISSION'],Non-VF,1,22000.0,0.0,"Acción global contra el Cambio Climático: Municipalidad de Martí, hacia un modelo de desarrollo sostenible carbón neutro.","[13, 7]",['Keeping people out of poverty'],Missing
5653,Cuba Sustainable Transport,1959132.0,Cuba,CUB,PIMS+,,VF,1,132820.0,0.0,"The objective of this project is to promote the implementation of a low-carbon urban transport system in the City of La Havana and deliver multiple benefits -at the local and global levels- through the integration of urban transport with land use and urban mobility. It has been organized into four substantive outcomes:
1.1 An updated regulatory and operational framework for sustainable public transport, fostering sustainable mobility and a more resilient urban environment.
2.1 Enhanced public transport system featuring a Public Bicycle System (PBS) and Transit Oriented Development (TOD).
2.2 Innovative pilot interventions on low-carbon investments in urban transport validated.
3.1 Programmatic monitoring of project indicators together with a review of on-going activities to ensure successful project implementation.
To achieve the stated objective, the project will place the City of La Havana on a pathway towards a sustainable and climate change resilient city by addressing perennial urban transport challenges. The project will implement a framework that responds to this issue in a systematic and integrated manner, engaging a diverse group of stakeholders including the national authorities (MINCEX and MITRANS),  primarily interested in achieving the project’s overarching development objective by accomplishing the necessary institutional and regulatory reforms and public transport quality improvements, the provincial stakeholders (DGTPH and DPPF), interested in creating the basis for an alternative urban transport system for the city, associated with the design of the Bus Rapid Transit (BRT) system as well as reporting the environmental benefits to the GEF; technological and academic stakeholders (CUBAENERGIA, CIMAB, CUJAE, FLACSO and Project Enterprises), supporting the methodologies for MRV urban transport and integrating urban planning and design; City Transport Operators engaged in the quality of public transport provision; and CSO stakeholders (FMC, FEU and UNAICC) committed to gender mainstreaming, aging population challenges and the cultural change needed for sustainable urban mobility (TOD measures) and Non-Motorized Transport (PBS), thus providing a critical step forward to improve the city’s sustainability.

It is expected that the project will provide global environmental benefits in terms of direct emission savings of at least 69,242 tCO2eq in 4 years as well as consequential savings of at least 326,536 tCO2eq in the 10 years after the project completion. Total lifetime direct and consequential GHG emissions avoided: 395,778 tCO2eq.",,,Missing
4899,CleanEnerg Cuba,2737524.0,Cuba,CUB,PIMS+,,VF,1,88100.0,0.0,,,,Missing
120932,"Apoyo a la revitalización del empleo en la cadena de producción ganadera de la provincia de Guantánamo, en la etapa de Recuperación post COVID-19",100000.0,Cuba,CUB,Empleo Autoabastecimiento COVID-19 | UNDP Transparency Portal,,Non-VF,1,64.0,0.0,,,,Missing
118495,ALASS,800000.0,Cuba,CUB,https://open.undp.org/projects/00118495,,Non-VF,1,100000.0,0.0,,,,Missing
85124,Agrofrutales,128000.0,Cuba,CUB,https://open.undp.org/projects/00085124,,Non-VF,1,10.0,0.0,,,,Missing
6658,National child project under the GEF Africa Minigrids Program,1326147.0,Benin,BEN,PIMS+,,VF,1,12152.0,0.0,,,,Missing
5115,Benin Biomass Electricity Generation,3872602.0,Benin,BEN,PIMS+,,VF,3,70000.0,0.0,"The objective of this project is to promote electricity generation through gasification of waste agricultural residues (biomass) to supply both the main grid and isolated mini-grids. It will also promote an integrated approach towards fostering sustainable land management that balances environmental management with energy and development needs. It will do so by leveraging significant private sector investment over its five-year implementation period to initially pilot 4 biomass gasifier installations having a total installed capacity of 4 MW. Over the project period, the 4 pilots scheduled for implementation will generate a total of 76,651 MWh of electricity. Moving forward, these 4 pilots will have an annual generation of 24,498 MWh that would be sustained over an expected 15-year projected life of the gasifiers, resulting in the cumulative avoidance of 329,981 tCO2. When activities related to sustainable forest and land management are factored in, a total of 1,094,253 tCO2 will be avoided over the 15-year gasifier lifetime, translating into a unit abatement cost of $ 3.50 of GEF funds per tCO2 reduced.",,,Missing
4979,Benin NAPA LDCF 2,8000000.0,Benin,BEN,PIMS+,,VF,5,11100.0,0.0,"The project Strengthening the resilience of the energy sector in Benin to the impacts of climate change (Adaptation Project)  also called in short NAPA Energy, aims to support the Government of Benins strategy to adapt to climate change in the energy sector and to reduce the vulnerability of rural and urban communities to climate change and variability, through increasing the resilience of energy production, transport and distribution on the territory.

The project addresses the second priority intervention identified by the 2008 NAPA of Benin: Reducing populations vulnerability to climate change impacts by providing a better access to sustainable energy sources and protecting forest resources.

The first intervention concerns the adaptation capacities of the energy sector to climate change. It will strengthen these capacities in order to enable stakeholders to integrate climate risks in energy planning and to face climate risks, so that risks of economic losses due to climate change are reduced.

The goal of the second intervention is to support the development of new frameworks for energy policies and strategies that will take climate change into consideration. Climate change issues and adaptation measures should be integrated into policies and strategies both at the national scale, and in vulnerable areas identified by the NAPA.

The third intervention will take action to reduce climate vulnerability of energy supply sources in Benin. It will focus on the resilience of watersheds, of forest areas supplying wood for energy, and of electricity production and distribution facilities. It will assess the vulnerability of these areas and take protective measures, involving all stakeholders, to protect these energy sources. Moreover, it will support the development of alternative energy production sources for vulnerable communities.",,,Missing
4979-2,Benin NAPA LDCF 2 TRAC 2,1400000.0,Benin,BEN,TRAC 2: Access of vulnerable and neglected communities to sustainable and affordable energy through the promotion of Smart sustainable Energy Hubs,,VF,1,50000.0,0.0,,,,Missing project id
missing-KEN-1,JSB- ACCELERATING CLEAN COOKING ACTION IN KENYA,1327000.0,Kenya,KEN,,Japan,Non-VF,5,5039000.0,0.0,,,,Missing project id
missing-KEN-2,SOLAR POWERWED COLD STORAGE FACILITIES TO REDUCE POST HARVEST LOSSESS,24710000.0,Kenya,KEN,,MITIGATION FACILITY				,Non-VF,7,10000.0,3099660000.0,,,,Missing project id
113007,Electricity and Energy Support,36250760.0,Syria,SYR,http://open.undp.org/projects/00113007,"['GOVERNMENT OF JAPAN', 'GOVERNMENT OF RUSSIAN FEDERATION', 'KREDITANSTALT FUR WIEDERAUFBAU', 'MPTF-Syria Urban & Rural Resilience (4X100)', 'SWISS AGENCY FOR DEVELOPMENT AND COOPERATION - SDC', 'Syria Recovery Trust Fund', 'UNDP Funding Windows', 'UN HIGH COMMISSIONER FOR REFUGEES (UNHCR)', ""UNITED NATIONS CHILDREN'S FUND"", 'UNITED NATIONS DEVELOPMENT PRO', 'United Nations Office for the Coordination of Humanitarian Affairs (UNOCHA)', 'UNITED NATIONS POPULATION FUND', 'UNOCHA/Central Emergency Response Fund, CERF', 'WORLD FOOD PROGRAMME']",Non-VF,19,2600311.0,0.0,Job Creation for Resilience Building in Syria-Phase III,"[1, 16, 7]","['Others', 'Keeping people out of poverty']",Missing
129587,Accelerator Lab – Mozambique,566623.0,Mozambique,MOZ,http://open.undp.org/projects/00129587,"['GOVERNMENT OF GERMANY', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,2,1627.2,0.0,The Accelerator Labs Network is set up as a collection of engagement facilities that will be linked together to a coordinating “mother” global project (set up as a development project) as a multi-country project portfolio.,"[1, 13, 7]",['Others'],Missing
6270,GEF 7: Sustainable Cities - Green Economy,10317970.0,Costa Rica,CRI,PIMS+,GEF,VF,7,0.0,0.0,"A project strategy with a nationwide impact will be implemented to allow Costa Rica to transition from a traditional market-oriented economy to a “green” economy. This will be achieved by developing policy, economic and institutional structural reforms that will allow mainstreaming biodiversity across sectors, including improvements in the availability of natural capital data to inform decision making and guide the implementation of financial mechanisms that will support the transition to a green economy. Structural environment and finance policy reforms will be tested in the GAM where the greening of the transportation, industrial, manufacturing, and service sectors and improvements in solid waste and wastewater management, will be conducive to the delivering global environmental benefits. Habitat for biodiversity of global importance, including migratory bird and  endangered species, will be improved by consolidating interurban biological corridors (IUBC) that serve as zones of connectivity between key biodiversity areas (KBAs) and as conservation buffers for streams and rivers flowing through the GAM into these areas of high biodiversity value. The establishment of long-lasting private-public partnerships (PPPs) in the GAM will provide the resources needed to ensure the sustainability of project outcomes. Finally, a knowledge management strategy will serve to systematize and disseminate best practices and lessons learned allowing for for replication and scaling-up in Costa Rica and internationally. Central to the proposed project strategy will be the active participation of relevant public and private stakeholders and civil society organizations (CSOs), and promoting gender equality and women’s empowerment through project activities.",,,Missing
102048,Home Projects WRM and Eba in Xe Bang Hieng river basin and LPB city,5579452.0,Lao PDR,LAO,https://undp-my.sharepoint.com/:b:/r/personal/benjamin_rapp_undp_org/Documents/Public/Signed%20ProDoc%20GEF%20IWRM%20Lao%20PDR.pdf?csf=1&web=1&e=RpDFpX,GEF LDCF,Non-VF,2,20300.0,0.0,,,,Missing
132455 ,Climate Promise II: from Pledge to Impact,540000.0,Lao PDR,LAO,https://undp-my.sharepoint.com/:w:/r/personal/benjamin_rapp_undp_org/Documents/Public/ProDoc%20CP%20II%20-%20Final%20Draft_updated250523%20Tx.docx?d=wb4fecac79120493cb018c6c063ab65b7&csf=1&web=1&e=cTjXPA,UNDP (Government of Germany),Non-VF,2,0.0,0.0,,,,Missing
126532,The ACCESS project,2700742.0,Timor-Leste,TLS,http://open.undp.org/projects/00126532,['KOREA INTERN. COOPERATION AGENCY (KOICA)'],Non-VF,3,10107.11,0.0,Acceleration Clean Energy / Access to reduce inequalities in Rural Areas of Timor-Leste,"[11, 7]",['Promote nature-based solutions for a sustainable planet'],Missing
