Project ID,Title,Link,Budget,Beneficiary Category,Indicator,Baseline,Target,Notes,Donors,Gender (% female),VF or Non-VF,Tag,SEH Taxonomy,RISE Taxonomy,Flagship,Technology,Output ID,Country Code,Category,name 2,m49,continent-region,sub-region,sids-region,un-member,undp-sids,un-region,Country Name,Region,Economy,LDC,SIDS,LLDC,HDI,Status,Direct Conversion Factor,Direct Beneficiaries,Output Category,Beneficiary Category Pre,Description
134019,"Shifting Investment Flows 
Towards Green Transformation (SHIFT)",N/A yet,3000000.0,Other,"Number of enterprises supported by SHIFT that have implemented technically and financially feasible pilot projects in RE, EE or other energy transition technologies",0,20.0,,,,Non-VF,,Accelerating just energy transition,,,,134019.0-2,VNM,,Viet Nam,704.0,Asia,South-eastern Asia,,yes,,Asia-Pacific Group,Viet Nam,RBAP,Lower middle income,,,,High,Clean Up,100,2000.0,Other,Medium Enterprises,"Support 20 enterprises in Vietnam to implement technically and financially feasible pilot projects in renewable energy, energy efficiency, and other energy transition technologies."
117633,Accelerating Private Sector Engagement in Climate Resilient and Low Emission Investment Opportunities in Viet Nam’s NDC,Accelerating Private Sector Engagement in Climate-Resilient and Low-Emission Investment Opportunities in Viet Nam’s NDC 2019-2023 | United Nations Development Programme (undp.org),2201100.0,Solar,Energy (MW added),0,0.05,"Under process for installation for solar rooftop for 13 agriculture cooperatives/small business models in Bac Lieu; 
Completed installation for 60MW in Binh Thuan for 2 Cooperatives/Small Businesses",,,Non-VF,,Accelerating just energy transition,,,Solar,117633.0-1,VNM,,Viet Nam,704.0,Asia,South-eastern Asia,,yes,,Asia-Pacific Group,Viet Nam,RBAP,Lower middle income,,,,High,Clean Up,17500,875.0,Energy Transition,Energy (MW added),"Install solar rooftop for 13 agriculture cooperatives/small business models in Bac Lieu and complete installation for 60MW in Binh Thuan for 2 Cooperatives/Small Businesses, adding a total of 0.05 MW of solar energy."
117633,Accelerating Private Sector Engagement in Climate Resilient and Low Emission Investment Opportunities in Viet Nam’s NDC,Accelerating Private Sector Engagement in Climate-Resilient and Low-Emission Investment Opportunities in Viet Nam’s NDC 2019-2023 | United Nations Development Programme (undp.org),2201100.0,Agriculture and Food System,Agricultural Services,0,1300.0," 100  households, corresponding to 300 farmers benefitted from the project support to shrimp and dragron fruit models at two provinces Binh Thuan and Bac Lieu; and 1,000 turns of people at provincial, district and commune levels benefitted from project trainings ",,,Non-VF,,Accelerating just energy transition,,,,117633.0-2,VNM,,Viet Nam,704.0,Asia,South-eastern Asia,,yes,,Asia-Pacific Group,Viet Nam,RBAP,Lower middle income,,,,High,Clean Up,1,1300.0,Energy Access,Agriculture and Food System,"Benefit 1,300 farmers through project support for shrimp and dragon fruit models in Binh Thuan and Bac Lieu provinces, and provide training to 1,000 individuals at provincial, district, and commune levels in Viet Nam."
117633,Accelerating Private Sector Engagement in Climate Resilient and Low Emission Investment Opportunities in Viet Nam’s NDC,Accelerating Private Sector Engagement in Climate-Resilient and Low-Emission Investment Opportunities in Viet Nam’s NDC 2019-2023 | United Nations Development Programme (undp.org),2201100.0,Other,Small Enterprises,0,3.0,03 Small businesses/cooperatives improved marketting and green labelling via e-commerce/online practices,,,Non-VF,,Accelerating just energy transition,,,,117633.0-3,VNM,,Viet Nam,704.0,Asia,South-eastern Asia,,yes,,Asia-Pacific Group,Viet Nam,RBAP,Lower middle income,,,,High,Clean Up,10,30.0,Other,Small Enterprises,Improve marketing and green labeling for 30 small businesses/cooperatives through e-commerce/online practices in Viet Nam's NDC project.
117633,Accelerating Private Sector Engagement in Climate Resilient and Low Emission Investment Opportunities in Viet Nam’s NDC,Accelerating Private Sector Engagement in Climate-Resilient and Low-Emission Investment Opportunities in Viet Nam’s NDC 2019-2023 | United Nations Development Programme (undp.org),2201100.0,Other,Capacity Training,0,1600.0," - nearly 1000 local farmers/producers received trainign on sustainable shrimp farming, green technology application etc. 
- Nearly 600 local farmers/producers received  trainign on sustainable dragon fruit farming, green technology application, e-commerce, carbon footprint tracking",,,Non-VF,,Accelerating just energy transition,,,,117633.0-4,VNM,,Viet Nam,704.0,Asia,South-eastern Asia,,yes,,Asia-Pacific Group,Viet Nam,RBAP,Lower middle income,,,,High,Clean Up,0,0.0,Other,Capacity Building Training,"Train nearly 1000 local farmers/producers on sustainable shrimp farming, green technology application, and other topics, as well as train nearly 600 local farmers/producers on sustainable dragon fruit farming, green technology application, e-commerce, and carbon footprint tracking."
117633,Accelerating Private Sector Engagement in Climate Resilient and Low Emission Investment Opportunities in Viet Nam’s NDC,Accelerating Private Sector Engagement in Climate-Resilient and Low-Emission Investment Opportunities in Viet Nam’s NDC 2019-2023 | United Nations Development Programme (undp.org),2201100.0,Other,# of firms,0,46.0,"4 firms/cooperatives in Binh Thuan and 2 cooperatives in Bac Lieu received full training packages for full green transformation process
At least 40 local firms/cooperatives in two provices received different topical training on green technologies, e-commerce, green treacebility/carbon footprint tracking, Global gap/vietgap, etc",,,Non-VF,,Accelerating just energy transition,,,,117633.0-5,VNM,,Viet Nam,704.0,Asia,South-eastern Asia,,yes,,Asia-Pacific Group,Viet Nam,RBAP,Lower middle income,,,,High,Clean Up,100,4600.0,Other,Medium Enterprises,"Train at least 40 local firms/cooperatives in two provinces in Viet Nam on green technologies, e-commerce, green traceability/carbon footprint tracking, Global gap/vietgap, etc."
117633,Accelerating Private Sector Engagement in Climate Resilient and Low Emission Investment Opportunities in Viet Nam’s NDC,Accelerating Private Sector Engagement in Climate-Resilient and Low-Emission Investment Opportunities in Viet Nam’s NDC 2019-2023 | United Nations Development Programme (undp.org),2201100.0,Renewable Energy,Policy or Regulatory Framework,0,6.0,"- Update Viet Nam NDC update 2022
- Develop Viet Nam NDCC 2022
- 01 completed proposal for direct lending modality for Small and Medium Enterprise Fund
- 01 Climate Business Index Platform
- 2 Agriculture supply chain and apps platform for green dragon fruits and green shrimp (on-going)
",,,Non-VF,,Accelerating just energy transition,Renewable Energy,,,117633.0-6,VNM,,Viet Nam,704.0,Asia,South-eastern Asia,,yes,,Asia-Pacific Group,Viet Nam,RBAP,Lower middle income,,,,High,Clean Up,0,0.0,Policy,Policy or Regulatory Framework,"Develop 6 completed proposals for direct lending modality for Small and Medium Enterprise Fund, Climate Business Index Platform, and 2 Agriculture supply chain and apps platform for green dragon fruits and green shrimp."
98606,Bhutan Sustainable Low Urban Transport Systems,GEF,3000000.0,Transportation and E-mobility Services,Number of electric vehicles ,0,300,Conversion of 300 fossil based to electric taxis ,,,Non-VF,,Accelerating just energy transition,,,,98606-1,BTN,,Bhutan,64.0,Asia,Southern Asia,,yes,,Asia-Pacific Group,Bhutan,RBAP,Lower middle income,LDC,,LLDC,Medium,Clean Up,1,300.0,Energy Access,Transportation and E-mobility Services,Convert 300 fossil-based taxis to electric vehicles in Bhutan's sustainable low urban transport systems project.
128990,"Leveraging Nationally Determined Contributions (NDCs) to achieve net-zero emissions and climate-resilient development, in response to the climate emergency",JSB,1145424.0,Transportation and E-mobility Services,Number of electric vehicles ,44,63,Introduction of 19 EVs in the Government fleet ,,,Non-VF,,Accelerating just energy transition,,,,128990-1,BTN,,Bhutan,64.0,Asia,Southern Asia,,yes,,Asia-Pacific Group,Bhutan,RBAP,Lower middle income,LDC,,LLDC,Medium,Clean Up,1,19.0,Energy Access,Transportation and E-mobility Services,Introduce 19 electric vehicles in the government fleet.
76640,Removal of barriers to sustainable utilization of available biomass resources in the country; and application of biomass energy technologies that can support the economic and social development in the country’s rural sector,GEF,1903000.0,Clean Cooking,Number of improved cook stoves ,0,61965,Design and promotion of improved heating and cook stoves ,,,Non-VF,,Accelerating just energy transition,,,,76640-1,BTN,,Bhutan,64.0,Asia,Southern Asia,,yes,,Asia-Pacific Group,Bhutan,RBAP,Lower middle income,LDC,,LLDC,Medium,Clean Up,1,61965.0,Energy Access,Clean Cooking,"Design and promote improved heating and cook stoves to achieve a target of 61,965 improved cook stoves in Bhutan's rural sector."
129029,Solar photovoltaic project ,JSB,210000.0,Solar,Installed capacity mW,0,0.18,Commissioning of first grid tied Solar plant in Bhutan ,,,Non-VF,,Accelerating just energy transition,,,Solar,129029-1,BTN,,Bhutan,64.0,Asia,Southern Asia,,yes,,Asia-Pacific Group,Bhutan,RBAP,Lower middle income,LDC,,LLDC,Medium,Clean Up,17500,3150.0,Energy Transition,Energy (MW added),"Commissioning of first grid tied Solar plant in Bhutan, with an installed capacity of 0.18 mW."
6692,Energy Efficiency in Building Sector - Turkmenistan,https://co.pims.undp.org/project/view?id=6692,2066333.0,Other,Number of direct beneficiaries (disaggregated) as co-benefit of GEF investment,0,8441,"Total of 8,441 beneficiaries (3,671women) based on: 7,821 direct building beneficiaries and 620 direct beneficiaries of TEESB’s capacity-building and awareness activities. Project Document is on development stage",,0.43,,,,,,,6692-1,TKM,,Turkmenistan,795.0,Asia,Central Asia,,yes,,Asia-Pacific Group,Turkmenistan,RBEC,Upper middle income,,,LLDC,High,Clean Up-2,0,0.0,Other,Capacity Building Training,"Provide access to 8,441 direct beneficiaries (3,671 women) in Turkmenistan through energy efficiency measures in the building sector, including capacity-building and awareness activities."
5452,Sustainable Cities: Ashgabat and Awaza,https://co.pims.undp.org/project/view?id=5452,6060046.0,Other,"Number of direct individual and institutional participants (including both women and men) in project-led initiatives on alternative transport, pilot waste sorting and reduction, and green hotel management",0,30000,"Confirmed participation by at least 30,000 citizens (15,000 women and girls)",,0.5,,,,,,,5452-1,TKM,,Turkmenistan,795.0,Asia,Central Asia,,yes,,Asia-Pacific Group,Turkmenistan,RBEC,Upper middle income,,,LLDC,High,Clean Up-2,1,30000.0,Other,Campaign Participant,"Engage 30,000 citizens (15,000 women and girls) in project-led initiatives on alternative transport, pilot waste sorting and reduction, and green hotel management in Turkmenistan's cities of Ashgabat and Awaza."
6089,SPIRES (Rural Electrification),PIMS+,2639726.0,Clean Electricity,MW,0,3.301,,GEF,,VF,,Close the gap on energy access,,,Some Sources,6089.0-1,SLB,,Solomon Islands,90.0,Oceania,Melanesia,Pacific,yes,yes,Asia-Pacific Group,Solomon Islands,RBAP,Lower middle income,LDC,SIDS,,Medium,Clean Up,17500,57767.5,Energy Access,Energy (MW added),"Add 3.301 MW of clean electricity to Solomon Islands, benefiting 57,767.5 direct beneficiaries."
6089,SPIRES (Rural Electrification),PIMS+,2639726.0,Other,"Cumulative Incremental GHG emission reduction from the electricity sector in rural areas, tons CO2",0,19147.0,,,,VF,,Close the gap on energy access,,,,6089.0-2,SLB,,Solomon Islands,90.0,Oceania,Melanesia,Pacific,yes,yes,Asia-Pacific Group,Solomon Islands,RBAP,Lower middle income,LDC,SIDS,,Medium,Clean Up,0,0.0,GHG Emissions Reduction,GHG Emissions Reduction,"Reduce cumulative incremental GHG emissions from the electricity sector in rural areas of the Solomon Islands by 19,147 tons of CO2."
6089,SPIRES (Rural Electrification),PIMS+,2639726.0,Other,Number of beneficiaries,,123160.8,,,,VF,,Close the gap on energy access,,,,6089.0-3,SLB,,Solomon Islands,90.0,Oceania,Melanesia,Pacific,yes,yes,Asia-Pacific Group,Solomon Islands,RBAP,Lower middle income,LDC,SIDS,,Medium,Clean Up,0,0.0,Other,,"Provide access to 123,160.8 beneficiaries through the SPIRES (Rural Electrification) project in the Solomon Islands."
6089,SPIRES (Rural Electrification),PIMS+,2639726.0,Other,No. of new jobs created due to enhanced electricity access in off-grid areas in the country ,10,200.0,,,,VF,,Close the gap on energy access,,,,6089.0-4,SLB,,Solomon Islands,90.0,Oceania,Melanesia,Pacific,yes,yes,Asia-Pacific Group,Solomon Islands,RBAP,Lower middle income,LDC,SIDS,,Medium,Clean Up,0,0.0,Other,Other,Create 200 new jobs due to enhanced electricity access in off-grid areas in the country.
6089,SPIRES (Rural Electrification),PIMS+,2639726.0,Other,"No. of trained national and local government personnel that can ably plan and evaluate energy access, sustainable energy and low carbon technology application projects.",0,4.0,,,,VF,,Close the gap on energy access,,,,6089.0-5,SLB,,Solomon Islands,90.0,Oceania,Melanesia,Pacific,yes,yes,Asia-Pacific Group,Solomon Islands,RBAP,Lower middle income,LDC,SIDS,,Medium,Clean Up,0,0.0,Other,Capacity Building Training,"Train 4 national and local government personnel to effectively plan and evaluate energy access, sustainable energy, and low carbon technology projects in the Solomon Islands."
6089,SPIRES (Rural Electrification),PIMS+,2639726.0,Other,"No. of local firms that can capably provide technical, engineering and maintenance services for rural electrification and low carbon technology application projects",1,3.0,,,,VF,,Close the gap on energy access,,,,6089.0-6,SLB,,Solomon Islands,90.0,Oceania,Melanesia,Pacific,yes,yes,Asia-Pacific Group,Solomon Islands,RBAP,Lower middle income,LDC,SIDS,,Medium,Clean Up,10,20.0,Other,Small Enterprises,"Increase the number of local firms capable of providing technical, engineering, and maintenance services for rural electrification and low carbon technology projects from 1 to 3."
6451,SMARTER - Bioenergy in Barbados,PIMS+,1593836.0,Other,1)	 Greenhouse gas (GHG) emissions mitigated,,215593.0,"[6.2]: Lifetime direct GHG emission reduction (ER): 215,593 tCO2.  Indirect GHG ER: 329,311 tCO2
Sub-indicators (related to direct ER):
[6.3] Lifetime energy production: 4,120,114 GJ
[6.4]:  Installed RE power capacity: 1.61 MW.",GEF,,VF,,Accelerating just energy transition,,,,6451.0-1,BRB,,Barbados,52.0,Americas,Latin America and the Caribbean,Caribbean,yes,yes,GRULAC,Barbados,RBLAC,High income,,SIDS,,High,Cleaned,0,0.0,GHG Emissions Reduction,GHG Emissions Reduction,"Mitigate 215,593 tCO2 of greenhouse gas emissions through the SMARTER - Bioenergy project in Barbados."
6451,SMARTER - Bioenergy in Barbados,PIMS+,1593836.0,Bioenergy,"
[GEF core indicator 6 and sub-indicators]
(units of measure: GJ, MW, tCO2)",Installed 10 MW utility-scale PV and 59.8 MW distributed solar PV (2021). No installed bioenergy yet ,1.61,,,,VF,,Accelerating just energy transition,,,Bioenergy,6451.0-2,BRB,,Barbados,52.0,Americas,Latin America and the Caribbean,Caribbean,yes,yes,GRULAC,Barbados,RBLAC,High income,,SIDS,,High,Cleaned,17500,28175.0,Energy Transition,Energy (MW added),"Install 10 MW utility-scale PV and 59.8 MW distributed solar PV in Barbados, aiming to transition to bioenergy."
6451,SMARTER - Bioenergy in Barbados,PIMS+,1593836.0,Other,"2)	Number of direct beneficiaries disaggregated by gender as co-benefit of GEF investment  *
[GEF core indicator 11]
(unit of measure: number of people)",0,766.0,"Total of 766 direct beneficiaries (266 women),
(see Annex H) due to direct job creation (196, of which 67 women) and recipients of SMARTER training (570, of which 200 women, 35%)",,0.3472584856396867,VF,,Accelerating just energy transition,,,,6451.0-3,BRB,,Barbados,52.0,Americas,Latin America and the Caribbean,Caribbean,yes,yes,GRULAC,Barbados,RBLAC,High income,,SIDS,,High,Cleaned,0,0.0,Other,Capacity Building Training,"Train 570 individuals, including 200 women, in Barbados through the SMARTER project, resulting in a total of 766 direct beneficiaries, with 266 being women."
6451,SMARTER - Bioenergy in Barbados,PIMS+,1593836.0,Renewable Energy,3) Well-indicated status of bioenergy in 100% RE fuel and electricity planning. (unit of measure: binary 1/0),Bioenergy share is zero. IRRP aims at 92 GJ (6%) of biomass in 100% RE power.  Renewable fuels (non-electricity) not defined in detail,,MEB-approved BNEP action plan with updated energy indicators (incl. share of RE in total energy supply and electricity; share of types of biomass in total energy and in electricity),,,VF,,Accelerating just energy transition,Renewable Energy,,,6451.0-4,BRB,,Barbados,52.0,Americas,Latin America and the Caribbean,Caribbean,yes,yes,GRULAC,Barbados,RBLAC,High income,,SIDS,,High,Cleaned,0,0.0,Policy,Policy or Regulatory Framework,Well-indicated status of bioenergy in 100% RE fuel and electricity planning.
96620,Resource Efficiency in Agriculture & Agrobased Ind.GAP,http://open.undp.org/projects/00096620,1499060.0,Other,"Realization: 5
# of agricultural enterprises benefitted from training and dissemination services: 300",0,300.0,"Realization: 5
# of agricultural enterprises benefitted from training and dissemination services: 300",Turkish central government,,Non-VF,,Accelerating just energy transition,,,,96620-1,TUR,,Turkey,792.0,Asia,Western Asia,,yes,,Asia-Pacific Group,Turkey,RBEC,Upper middle income,,,,Very High,CO Update-2,100,30000.0,Other,Medium Enterprises,Benefit 300 agricultural enterprises from training and dissemination services to promote resource efficiency in agriculture and agro-based industries in Turkey's GAP Region.
114367,Environment and social resilience,http://open.undp.org/projects/00114367,791900.0,Energy Efficiency,Mapping of legislative requirements in place,,,"Legal framework on the subject of energy efficiency and renewable energy was reviewed, the related legislation was listed and analyzed in the sectoral perspective to determine the related items and requirements and identify the gaps. A list of legislation and gap analysis report was prepared by the local consultant and shared with H&M. Legal framework on the subject of financial mechanisms related to the energy efficiency and renewable energy was reviewed, the related legislation was listed and analyzed in the sectoral perspective to include more suppliers from the value chain of H&M. A list of legislation and gap analysis report was prepared by the local consultant and shared with H&M.",H&M,,Non-VF,,Accelerating just energy transition,Energy Efficiency,,,114367-1,TUR,,Turkey,792.0,Asia,Western Asia,,yes,,Asia-Pacific Group,Turkey,RBEC,Upper middle income,,,,Very High,CO Update-2,0,0.0,Policy,Policy or Regulatory Framework,"Mapped and analyzed the legislative requirements in place for energy efficiency and renewable energy, identifying gaps and preparing a list of legislation and gap analysis report for H&M."
125243,Increasing Employability in the Renewable Energy Sector,http://open.undp.org/projects/00125243,2362663.0,Other,Number of trainees trained at the vocational training center(s) supported(at least 25 % are women),0,1600.0,"969 (465 women) trainees trained in total. During 2023, the total number of trainees trained is expected to be 1600 with 640 women.
Other outputs: 
-Cooperation with private sector companies 
-Trainees trained at the vocational training center(s) supported (at least 25 % are women)	
-Trainers trained
-Training center(s) supported	
-Review of Curricula
-Development of Curricula	
-Establishment of RE Laboratories
-Development of an Online Platform
-Feasibility Assessment Reports on Renewable Energy Sector",Gov of South Korea,0.25,Non-VF,,Accelerating just energy transition,,,,125243-1,TUR,,Turkey,792.0,Asia,Western Asia,,yes,,Asia-Pacific Group,Turkey,RBEC,Upper middle income,,,,Very High,CO Update-2,100,160000.0,Other,Entrepreneurship Training,"Train 1600 individuals, including 640 women, in the renewable energy sector through vocational training and skills certification in Turkey."
133485,Green Destination Model -ENERJISA,http://open.undp.org/projects/00133485,170000.0,Other,Number of tourism actors that integrated at least one energy efficiency application and/or use of renewable energy resources.,Limited number of tourism actors integrating energy efficiency and use of renewable energy resources into their way of doing business,8.0,"UNDP: 8 tourism enterprises, Enerjisa: 2 public institutions and 1 private enterprise (hotel)",Enerjisa,0.5,Non-VF,,Accelerating just energy transition,,,,133485-1,TUR,,Turkey,792.0,Asia,Western Asia,,yes,,Asia-Pacific Group,Turkey,RBEC,Upper middle income,,,,Very High,CO Update-2,10,80.0,Other,Small Enterprises,"Integrate energy efficiency and renewable energy resources into the operations of 8 tourism enterprises, 2 public institutions, and 1 private enterprise (hotel) in Turkey's tourism sector."
5673,EE Low Cost Wooden Houses,PIMS+,3800000.0,Other,tCO2,0,311205.0,"Realization: Project to kick off in 2023.
# of direct beneficiaries targeted: 900
Other outputs:
-Policy, Legislative, and Regulatory Support 
-Strengthening of Institutional Support within the Ministry of Agriculture and Forestry and GDF for supporting construction from wood in Türkiye
-Operationalization of Phased Financial Support Mechanism (FSM)  and provision of incentives to SMEs for greater use of wood in construction in Türkiye
-Increasing awareness about the benefits of using wood in construction
-Increasing training and capacity building on using wood in construction",GEF,,VF,,Accelerating just energy transition,,,,5673-1,TUR,,Turkey,792.0,Asia,Western Asia,,yes,,Asia-Pacific Group,Turkey,RBEC,Upper middle income,,,,Very High,CO Update-2,0,0.0,GHG Emissions Reduction,GHG Emissions Reduction,Increase awareness about the benefits of using wood in construction and provide training and capacity building on using wood in construction in Turkey.
5323,SEFM for Solar PV for Forest Villages,PIMS+,3780000.0,Solar,Forest villagers,0,3487.0,"Realization: 3487 (Project completed)
Number of forest villagers with solar PV: 4863
Other outputs:
-Establishment of a sustainable energy financing unit within ORKOY Department
-ORKOY credit programme revision
-Development of a model contract
-Business development and feasibility studies
-Preparation of case studies and video spots
-Development of MRV methodology
-Dissemination events and stakeholder workshops",GEF,,VF,,Accelerating just energy transition,,,Solar,5323-1,TUR,,Turkey,792.0,Asia,Western Asia,,yes,,Asia-Pacific Group,Turkey,RBEC,Upper middle income,,,,Very High,CO Update-2,1,3487.0,Energy Transition,Electricity Access,"Provide solar PV to 3487 forest villagers, with a total of 4863 forest villagers benefiting from the project. Other outputs include the establishment of a sustainable energy financing unit, credit program revision, and development of a model contract."
5285,TEEEM - EE Motors,PIMS+,3750000.0,Other,Cumulative number of phased out inefficient electric motors taken into a recycling program by EOP,0,5000.0,"Realization: 357
SMEs replaced inefficient motors: 48
Other outputs:
-Conduction of efficiency audits and preparation of invesment plans for SMEs
-Ongoing scaling up/dissemination of successfully completed pilot implementation with KOSGEB
-Training of manufacturers and end-users (SMEs)
-Harmonization of Turkish policies, regulations and standards applicable to motors with EU Eco-design standards
-Capacity building for testing motors at TSI labs
-Promotional and awareness raising activities",GEF,,VF,,Accelerating just energy transition,,,,5285-1,TUR,,Turkey,792.0,Asia,Western Asia,,yes,,Asia-Pacific Group,Turkey,RBEC,Upper middle income,,,,Very High,CO Update-2,100,500000.0,Other,Medium Enterprises,"Recycle 357 phased out inefficient electric motors and replace 48 motors in SMEs, as part of the TEEEM - EE Motors project in Turkey."
124212,Services Energétiques Ruraux,http://open.undp.org/projects/00124212,7260535.0,Clean Electricity,Number of household which has an energy access,0,13833.12,,,,Non-VF,,Close the gap on energy access,,,Unknown,124212.0-1,BDI,,Burundi,108.0,Africa,Sub-Saharan Africa,,yes,,African Group,Burundi,RBA,Low income,LDC,,LLDC,Low,Clean Up-2,1,13833.12,Energy Access,Electricity Access,"Provide energy access to 13 hills and villages in Burundi, located in remote areas without access to the national electricity grid in 5 provinces."
124212,Services Energétiques Ruraux,http://open.undp.org/projects/00124212,7260535.0,Clean Cooking,Number of stoves produced,0,20000,,,,Non-VF,,Close the gap on energy access,,,,124212.0-2,BDI,,Burundi,108.0,Africa,Sub-Saharan Africa,,yes,,African Group,Burundi,RBA,Low income,LDC,,LLDC,Low,Clean Up-2,1,20000.0,Energy Access,Clean Cooking,"Produce 20,000 stoves to provide rural energy services for the resilience of the population in 13 hills and villages in Burundi, located in the most remote areas from the national electricity grid in 5 provinces."
124212,Services Energétiques Ruraux,http://open.undp.org/projects/00124212,7260535.0,Other,Number of small enteprises supported,0,13,,,,Non-VF,,Close the gap on energy access,,,,124212.0-3,BDI,,Burundi,108.0,Africa,Sub-Saharan Africa,,yes,,African Group,Burundi,RBA,Low income,LDC,,LLDC,Low,Clean Up-2,10,130.0,Other,Small Enterprises,Support 13 small enterprises in rural areas of Burundi by providing rural energy services to enhance resilience in 13 hills and villages located in remote areas without access to the national electricity grid.
124212,Services Energétiques Ruraux,http://open.undp.org/projects/00124212,7260535.0,Other,number of participant of awarness raising,0,5000,,,,Non-VF,,Close the gap on energy access,,,,124212.0-4,BDI,,Burundi,108.0,Africa,Sub-Saharan Africa,,yes,,African Group,Burundi,RBA,Low income,LDC,,LLDC,Low,Clean Up-2,1,5000.0,Other,Campaign Participant,"Provide energy services to the population of 13 hills and villages in Burundi, located in remote areas without access to the national electricity grid in 5 provinces."
115827,Solarisation of Head of State Residences in the Pacific,http://open.undp.org/projects/00115827,1575829.0,Other,Number of operational PV systems,0,11,"Solar based power supplied to executive residences/buildings of national importance in Fiji, Tonga, Kiribati, Nauru, Solomon Islands, Vanuatu, RMI, FSM, Palau, Tuvali and Timor-Leste by end of project (At least 1 per country)",,,Non-VF,,Accelerating just energy transition,Renewable Energy,,,115827.0-1,FJI,,Fiji,242.0,Oceania,Melanesia,Pacific,yes,yes,Asia-Pacific Group,Fiji,RBAP,Upper middle income,,SIDS,,High,Clean Up,0,0.0,Other,,"Install 11 operational PV systems in executive residences/buildings of national importance in Fiji, Tonga, Kiribati, Nauru, Solomon Islands, Vanuatu, RMI, FSM, Palau, Tuvali, and Timor-Leste."
115827,Solarisation of Head of State Residences in the Pacific,http://open.undp.org/projects/00115827,1575829.0,Other,Number of women and men that have built capacity on the operation and maintenance of grid connected solar PV,0,12,At least 1 per country,,,Non-VF,,Accelerating just energy transition,,,,115827.0-2,FJI,,Fiji,242.0,Oceania,Melanesia,Pacific,yes,yes,Asia-Pacific Group,Fiji,RBAP,Upper middle income,,SIDS,,High,Clean Up,0,0.0,Other,Capacity Building Training,Build capacity on the operation and maintenance of grid connected solar PV for at least 1 person per country in the Pacific as part of the Solarisation of Head of State Residences project.
115827,Solarisation of Head of State Residences in the Pacific,http://open.undp.org/projects/00115827,1575829.0,Renewable Energy,Number of manuals on the operation and meintenance of grid-connected solar PV,0,12,,,,Non-VF,,Accelerating just energy transition,Renewable Energy,,,115827.0-3,FJI,,Fiji,242.0,Oceania,Melanesia,Pacific,yes,yes,Asia-Pacific Group,Fiji,RBAP,Upper middle income,,SIDS,,High,Clean Up,0,0.0,Policy,Policy or Regulatory Framework,Produce 12 manuals on the operation and maintenance of grid-connected solar PV systems as part of the Solarisation of Head of State Residences in the Pacific project.
5926,BRANTV,PIMS+,2639726.0,Other,Cumulative tons of incremental GHG emissions reduced from business as usual (tons CO2),0,45016.1,tons of CO2,,,VF,,Close the gap on energy access,,,,5926.0-1,FJI,,Fiji,242.0,Oceania,Melanesia,Pacific,yes,yes,Asia-Pacific Group,Fiji,RBAP,Upper middle income,,SIDS,,High,Clean Up,0,0.0,GHG Emissions Reduction,GHG Emissions Reduction,"Reduce 45,016.1 tons of incremental GHG emissions from business as usual, contributing to closing the gap on energy access in Fiji."
5926,BRANTV,PIMS+,2639726.0,Clean Cooking,Incremental number of households (with at least 20% woman-headed) in rural areas whose level of energy access is increased via village-scale off-grid RE or that benefit from newly adopting EE cook stoves,0,63980.00000000001,,,0.2,VF,,Close the gap on energy access,,,,5926.0-2,FJI,,Fiji,242.0,Oceania,Melanesia,Pacific,yes,yes,Asia-Pacific Group,Fiji,RBAP,Upper middle income,,SIDS,,High,Clean Up,1,63980.00000000001,Energy Access,Clean Cooking,"Increase energy access for at least 63,980 households (with at least 20% woman-headed) in rural areas through village-scale off-grid renewable energy or the adoption of energy-efficient cook stoves."
5613,FASNETT,PIMS+,2639725.0,Some Sources,MW,,7.2,Prodoc pg. 82 GEF target,,,VF,,Accelerating just energy transition,,,Some Sources,5613.0-1,FJI,,Fiji,242.0,Oceania,Melanesia,Pacific,yes,yes,Asia-Pacific Group,Fiji,RBAP,Upper middle income,,SIDS,,High,Clean Up,17500,126000.0,Energy Transition,Energy (MW added),"Add 7.2 MW of energy to the grid, benefiting 126,000 direct beneficiaries in Fiji."
5613,FASNETT,PIMS+,2639725.0,Other,"Cumulative GHG (CO2) emission reduction from power generation, tons CO2",0,15000,tons CO2,,,VF,,Accelerating just energy transition,,,,5613.0-2,FJI,,Fiji,242.0,Oceania,Melanesia,Pacific,yes,yes,Asia-Pacific Group,Fiji,RBAP,Upper middle income,,SIDS,,High,Clean Up,0,0.0,GHG Emissions Reduction,GHG Emissions Reduction,"Reduce cumulative GHG (CO2) emissions from power generation by 15,000 tons CO2 in Fiji."
5613,FASNETT,PIMS+,2639725.0,Other,Number of women actively involved in the planing and implementation of energy services provision in the outer islands,0,10,,,,VF,,Accelerating just energy transition,,,,5613.0-3,FJI,,Fiji,242.0,Oceania,Melanesia,Pacific,yes,yes,Asia-Pacific Group,Fiji,RBAP,Upper middle income,,SIDS,,High,Clean Up,0,0.0,Other,Other,Involve 10 women in planning and implementing energy services provision in the outer islands.
